blank,7PKQ|0|0,blank
blank,2DU5|0|0,blank
blank,8OZ0|0|0,blank
blank,6SG9|0|0,blank
blank,7YNC|0|0,blank
blank,8SD0|0|0,blank
blank,6XAS|0|0,blank
blank,6O9E|0|0,blank
blank,5TF6|0|0,blank
blank,6XMG|0|0,blank
blank,8G8Z|0|0,blank
blank,4V8F|0|0,blank
blank,1EUY|0|0,blank
blank,7D7Z|0|0,blank
blank,6RXZ|0|0,blank
blank,4V6M|0|0,blank
blank,6GAW|0|0,blank
blank,4V5A|0|0,blank
blank,6WQQ|0|0,blank
blank,7XD6|0|0,blank
blank,6B3K|0|0,blank
blank,5Y87|0|0,blank
blank,7MQ8|0|0,blank
blank,7OJ0|0|0,blank
blank,7MPJ|0|0,blank
blank,6K4P|0|0,blank
blank,1EMI|0|0,blank
blank,7JZY|0|0,blank
blank,5GIP|0|0,blank
blank,4FEL|0|0,blank
blank,7D5S|0|0,blank
blank,8G61|0|0,blank
blank,3F2Q|0|0,blank
blank,4V7H|0|0,blank
blank,8EYW|0|0,blank
blank,7Z2D|0|0,blank
blank,4V8P|0|0,blank
blank,7D8C|0|0,blank
blank,8PNQ|0|0,blank
blank,6O8W|0|0,blank
blank,3KTV|0|0,blank
blank,7P15|0|0,blank
blank,4UER|0|0,blank
blank,6XU6|0|0,blank
blank,7YNB|0|0,blank
blank,8C8H|0|0,blank
blank,2DU4|0|0,blank
blank,8J26|0|0,blank
blank,7Y7H|0|0,blank
blank,1JGP|0|0,blank
blank,2DU6|0|0,blank
blank,6HRM|0|0,blank
blank,8JIW|0|0,blank
blank,8D2O|0|0,blank
blank,8CWO|0|0,blank
blank,7UCJ|0|0,blank
blank,2ZH8|0|0,blank
blank,6O90|0|0,blank
blank,6OLZ|0|0,blank
blank,3CUN|0|0,blank
blank,8BQX|0|0,blank
blank,5UMD|0|0,blank
blank,7S4X|0|0,blank
blank,4V68|0|0,blank
blank,3MUV|0|0,blank
blank,3Q1R|0|0,blank
blank,3OXD|0|0,blank
blank,3SKT|0|0,blank
blank,7MPI|0|0,blank
blank,7OII|0|0,blank
blank,7JTQ|0|0,blank
blank,7ZRZ|0|0,blank
blank,7A09|0|0,blank
blank,8E8M|0|0,blank
blank,5LYU|0|0,blank
blank,6GTC|0|0,blank
blank,4FEO|0|0,blank
blank,486D|0|0,blank
blank,6WDR|0|0,blank
blank,4V5C|0|0,blank
blank,8EYT|0|0,blank
blank,6RXX|0|0,blank
blank,7S7B|0|0,blank
blank,4V4P|0|0,blank
blank,6WDE|0|0,blank
blank,4DS6|0|0,blank
blank,2RKJ|0|0,blank
blank,3CW1|0|0,blank
blank,7KJW|0|0,blank
blank,8FF5|0|0,blank
blank,5CD1|0|0,blank
blank,8ANY|0|0,blank
blank,7EI5|0|0,blank
blank,8FKS|0|0,blank
blank,3NPN|0|0,blank
blank,6VZ5|0|0,blank
blank,8JIV|0|0,blank
blank,1JGQ|0|0,blank
blank,7LYG|0|0,blank
blank,8J3R|0|0,blank
blank,7WM4|0|0,blank
blank,6XYW|0|0,blank
blank,6VUH|0|0,blank
blank,7LYT|0|0,blank
blank,1QRT|0|0,blank
blank,8SH5|0|0,blank
blank,7PJS|0|0,blank
blank,8FRU|0|0,blank
blank,5A2Q|0|0,blank
blank,5AFI|0|0,blank
blank,4R4P|0|0,blank
blank,1XBP|0|0,blank
blank,8TUX|0|0,blank
blank,5OSG|0|0,blank
blank,4NI7|0|0,blank
blank,8IBW|0|0,blank
blank,8WIC|0|0,blank
blank,7D82|0|0,blank
blank,7SLQ|0|0,blank
blank,4V92|0|0,blank
blank,8UPT|0|0,blank
blank,8G6W|0|0,blank
blank,4V5G|0|0,blank
blank,7JL2|0|0,blank
blank,4TZW|0|0,blank
blank,4V5P|0|0,blank
blank,8I9W|0|0,blank
blank,7TRF|0|0,blank
blank,8PTX|0|0,blank
blank,3J16|0|0,blank
blank,8R55|0|0,blank
blank,7V00|0|0,blank
blank,8B2L|0|0,blank
blank,6UFK|0|0,blank
blank,6IV6|0|0,blank
blank,7VG3|0|0,blank
blank,7A18|0|0,blank
blank,7V01|0|0,blank
blank,6GYV|0|0,blank
blank,1E8S|0|0,blank
blank,6ENJ|0|0,blank
blank,8INB|0|0,blank
blank,8G5Z|0|0,blank
blank,7JL3|0|0,blank
blank,4FEJ|0|0,blank
blank,5B43|0|0,blank
blank,6ND4|0|0,blank
blank,8BPO|0|0,blank
blank,8I54|0|0,blank
blank,8IAZ|0|0,blank
blank,7SLP|0|0,blank
blank,6URO|0|0,blank
blank,6I7O|0|0,blank
blank,4QJH|0|0,blank
blank,6VBW|0|0,blank
blank,4WFM|0|0,blank
blank,6V5C|0|0,blank
blank,8H1J|0|0,blank
blank,4KZE|0|0,blank
blank,7Y85|0|0,blank
blank,8DFS|0|0,blank
blank,3E5F|0|0,blank
blank,8CBJ|0|0,blank
blank,4UE5|0|0,blank
blank,5JUU|0|0,blank
blank,8QSJ|0|0,blank
blank,3WQZ|0|0,blank
blank,6VWV|0|0,blank
blank,7RR5|0|0,blank
blank,7UZY|0|0,blank
blank,8DEJ|0|0,blank
blank,7UOO|0|0,blank
blank,8CVM|0|0,blank
blank,5TGA|0|0,blank
blank,5OQL|0|0,blank
blank,6FF7|0|0,blank
blank,6HIV|0|0,blank
blank,1X8W|0|0,blank
blank,5C0X|0|0,blank
blank,3P49|0|0,blank
blank,7VPX|0|0,blank
blank,4X4O|0|0,blank
blank,7ASN|0|0,blank
blank,4V8T|0|0,blank
blank,4V91|0|0,blank
blank,8G7P|0|0,blank
blank,8I9T|0|0,blank
blank,4V5S|0|0,blank
blank,7OSA|0|0,blank
blank,7XD3|0|0,blank
blank,7XFZ|0|0,blank
blank,3OXB|0|0,blank
blank,8PV2|0|0,blank
blank,3DHS|0|0,blank
blank,6R84|0|0,blank
blank,8GXB|0|0,blank
blank,3CCE|0|0,blank
blank,2BYT|0|0,blank
blank,5UYQ|0|0,blank
blank,7OI8|0|0,blank
blank,4V6I|0|0,blank
blank,4V5R|0|0,blank
blank,6W2S|0|0,blank
blank,4CXG|0|0,blank
blank,7ASO|0|0,blank
blank,6ZU1|0|0,blank
blank,8HKZ|0|0,blank
blank,7NWH|0|0,blank
blank,5ZEP|0|0,blank
blank,6C65|0|0,blank
blank,6ZM7|0|0,blank
blank,8OVA|0|0,blank
blank,5JTE|0|0,blank
blank,6TBV|0|0,blank
blank,5OIK|0|0,blank
blank,1SJ3|0|0,blank
blank,7UWH|0|0,blank
blank,5DUN|0|0,blank
blank,8TOC|0|0,blank
blank,6SNT|0|0,blank
blank,6DLQ|0|0,blank
blank,2DR2|0|0,blank
blank,4YVK|0|0,blank
blank,8T2S|0|0,blank
blank,8FOM|0|0,blank
blank,2XXA|0|0,blank
blank,7NRC|0|0,blank
blank,7R7C|0|0,blank
blank,4WC3|0|0,blank
blank,8A11|0|0,blank
blank,4XEJ|0|0,blank
blank,7M5O|0|0,blank
blank,4X0A|0|0,blank
blank,8I3Q|0|0,blank
blank,7OYD|0|0,blank
blank,8Y7E|0|0,blank
blank,7OTC|0|0,blank
blank,5NS4|0|0,blank
blank,7ZOQ|0|0,blank
blank,5E7K|0|0,blank
blank,4MGM|0|0,blank
blank,3J7R|0|0,blank
blank,3JCJ|0|0,blank
blank,8E29|0|0,blank
blank,3J9Y|0|0,blank
blank,7Q0R|0|0,blank
blank,8B5L|0|0,blank
blank,1R2X|0|0,blank
blank,8E28|0|0,blank
blank,7OLD|0|0,blank
blank,3JB9|0|0,blank
blank,8PSO|0|0,blank
blank,6UZ7|0|0,blank
blank,5IT7|0|0,blank
blank,6N5S|0|0,blank
blank,4CQN|0|0,blank
blank,8BVJ|0|0,blank
blank,5T7V|0|0,blank
blank,7NSQ|0|0,blank
blank,5MLC|0|0,blank
blank,6XGF|0|0,blank
blank,8QOA|0|0,blank
blank,6Q95|0|0,blank
blank,7PTQ|0|0,blank
blank,4RQE|0|0,blank
blank,5XN2|0|0,blank
blank,7NHL|0|0,blank
blank,4YVJ|0|0,blank
blank,6S8E|0|0,blank
blank,6DMC|0|0,blank
blank,7YED|0|0,blank
blank,7N0B|0|0,blank
blank,6DB8|0|0,blank
blank,7P7U|0|0,blank
blank,3IQN|0|0,blank
blank,8T2P|0|0,blank
blank,8SCB|0|0,blank
blank,7ENR|0|0,blank
blank,6Q97|0|0,blank
blank,7PTS|0|0,blank
blank,8QO5|0|0,blank
blank,8FON|0|0,blank
blank,8AGT|0|0,blank
blank,4UYJ|0|0,blank
blank,8OIP|0|0,blank
blank,5HRT|0|0,blank
blank,8A3L|0|0,blank
blank,8IDF|0|0,blank
blank,7OYG|0|0,blank
blank,8BVH|0|0,blank
blank,4X0B|0|0,blank
blank,6Y7C|0|0,blank
blank,6N5Q|0|0,blank
blank,4FNJ|0|0,blank
blank,4ADX|0|0,blank
blank,7XUI|0|0,blank
blank,7S3H|0|0,blank
blank,3HL2|0|0,blank
blank,2PXK|0|0,blank
blank,7QGR|0|0,blank
blank,3J9M|0|0,blank
blank,3J9Z|0|0,blank
blank,8IPB|0|0,blank
blank,6PQ7|0|0,blank
blank,4MEG|0|0,blank
blank,7OAW|0|0,blank
blank,6WB0|0|0,blank
blank,6WLM|0|0,blank
blank,7Z4D|0|0,blank
blank,4QLN|0|0,blank
blank,7B0Y|0|0,blank
blank,7B3B|0|0,blank
blank,3PGW|0|0,blank
blank,8FLC|0|0,blank
blank,6O1O|0|0,blank
blank,8QO4|0|0,blank
blank,6SWC|0|0,blank
blank,8FNK|0|0,blank
blank,5VT0|0|0,blank
blank,7LS1|0|0,blank
blank,4L81|0|0,blank
blank,5OA3|0|0,blank
blank,6FT6|0|0,blank
blank,7N1P|0|0,blank
blank,7WII|0|0,blank
blank,8D8J|0|0,blank
blank,6CK4|0|0,blank
blank,8S95|0|0,blank
blank,2DRB|0|0,blank
blank,8APO|0|0,blank
blank,6D8O|0|0,blank
blank,8T2B|0|0,blank
blank,6S47|0|0,blank
blank,7W0E|0|0,blank
blank,8SVF|0|0,blank
blank,6O0X|0|0,blank
blank,8HNW|0|0,blank
blank,6XIJ|0|0,blank
blank,6N5T|0|0,blank
blank,8BTR|0|0,blank
blank,8PJJ|0|0,blank
blank,3FO4|0|0,blank
blank,7QR7|0|0,blank
blank,8BVM|0|0,blank
blank,6P19|0|0,blank
blank,6BY1|0|0,blank
blank,7XW2|0|0,blank
blank,6WC0|0|0,blank
blank,1GRZ|0|0,blank
blank,8IP0|0|0,blank
blank,6WZS|0|0,blank
blank,4D67|0|0,blank
blank,5GAH|0|0,blank
blank,2YDH|0|0,blank
blank,3ZD4|0|0,blank
blank,6W6L|0|0,blank
blank,5B2Q|0|0,blank
blank,8UW3|0|0,blank
blank,6IFO|0|0,blank
blank,6WNW|0|0,blank
blank,1QA6|0|0,blank
blank,7NRD|0|0,blank
blank,7K9M|0|0,blank
blank,7R72|0|0,blank
blank,4BTS|0|0,blank
blank,6D8N|0|0,blank
blank,6S91|0|0,blank
blank,6QUL|0|0,blank
blank,6J6H|0|0,blank
blank,6Z1P|0|0,blank
blank,7WJU|0|0,blank
blank,5FKH|0|0,blank
blank,6D8L|0|0,blank
blank,8ASW|0|0,blank
blank,1C2W|0|0,blank
blank,7P7S|0|0,blank
blank,6QYZ|0|0,blank
blank,8HTZ|0|0,blank
blank,8T2A|0|0,blank
blank,5ZAM|0|0,blank
blank,4W92|0|0,blank
blank,8QO3|0|0,blank
blank,8FMW|0|0,blank
blank,8QCF|0|0,blank
blank,6ZSE|0|0,blank
blank,8QCQ|0|0,blank
blank,8BUU|0|0,blank
blank,5U07|0|0,blank
blank,7S38|0|0,blank
blank,7SSD|0|0,blank
blank,6WTL|0|0,blank
blank,6WW6|0|0,blank
blank,3JAP|0|0,blank
blank,3JA1|0|0,blank
blank,7O5H|0|0,blank
blank,5Y36|0|0,blank
blank,3JAG|0|0,blank
blank,8U5R|0|0,blank
blank,7A5P|0|0,blank
blank,6E1T|0|0,blank
blank,4D5N|0|0,blank
blank,8RDV|0|0,blank
blank,6LNC|0|0,blank
blank,7TUT|0|0,blank
blank,2NQP|0|0,blank
blank,8PEG|0|0,blank
blank,2PXL|0|0,blank
blank,3FO6|0|0,blank
blank,8DZJ|0|0,blank
blank,8QBT|0|0,blank
blank,5AXN|0|0,blank
blank,8HMY|0|0,blank
blank,4WB3|0|0,blank
blank,8HBA|0|0,blank
blank,8QO2|0|0,blank
blank,5J02|0|0,blank
blank,2J37|0|0,blank
blank,8D5O|0|0,blank
blank,7WKP|0|0,blank
blank,6D8M|0|0,blank
blank,2H0X|0|0,blank
blank,3BO2|0|0,blank
blank,2FK6|0|0,blank
blank,7NFX|0|0,blank
blank,8TJV|0|0,blank
blank,5FK2|0|0,blank
blank,8J7R|0|0,blank
blank,5MYJ|0|0,blank
blank,6DN1|0|0,blank
blank,5FKD|0|0,blank
blank,6OSQ|0|0,blank
blank,5V6X|0|0,blank
blank,8FZR|0|0,blank
blank,5TZS|0|0,blank
blank,8FN6|0|0,blank
blank,6OF1|0|0,blank
blank,4YB1|0|0,blank
blank,6TQN|0|0,blank
blank,7LJY|0|0,blank
blank,6OJ2|0|0,blank
blank,6ZQA|0|0,blank
blank,7R6N|0|0,blank
blank,6YAN|0|0,blank
blank,8GH6|0|0,blank
blank,8BU8|0|0,blank
blank,6W64|0|0,blank
blank,3A2K|0|0,blank
blank,2PXV|0|0,blank
blank,3JBP|0|0,blank
blank,7A5K|0|0,blank
blank,5GAF|0|0,blank
blank,5KTJ|0|0,blank
blank,7ZUW|0|0,blank
blank,4CE4|0|0,blank
blank,5LQW|0|0,blank
blank,7QDU|0|0,blank
blank,1L8V|0|0,blank
blank,7OBQ|0|0,blank
blank,3JAJ|0|0,blank
blank,8BN3|0|0,blank
blank,7S1K|0|0,blank
blank,8G1I|0|0,blank
blank,8BTK|0|0,blank
blank,7VW3|0|0,blank
blank,3WC2|0|0,blank
blank,5TC1|0|0,blank
blank,7U2A|0|0,blank
blank,8FLI|0|0,blank
blank,8DVR|0|0,blank
blank,3IQR|0|0,blank
blank,8HUD|0|0,blank
blank,4B5R|0|0,blank
blank,5FKE|0|0,blank
blank,8FTO|0|0,blank
blank,5FK3|0|0,blank
blank,8FUK|0|0,blank
blank,8TJU|0|0,blank
blank,5FK1|0|0,blank
blank,7PO1|0|0,blank
blank,5DQK|0|0,blank
blank,5FKG|0|0,blank
blank,7WIA|0|0,blank
blank,7N2C|0|0,blank
blank,6FYX|0|0,blank
blank,5XLP|0|0,blank
blank,5ZWO|0|0,blank
blank,7EOH|0|0,blank
blank,5JEA|0|0,blank
blank,7ELD|0|0,blank
blank,6XIQ|0|0,blank
blank,6VFF|0|0,blank
blank,6XKN|0|0,blank
blank,6ZQB|0|0,blank
blank,7R6M|0|0,blank
blank,8UU6|0|0,blank
blank,6YAM|0|0,blank
blank,7ZAG|0|0,blank
blank,7M4V|0|0,blank
blank,6IFU|0|0,blank
blank,7QQV|0|0,blank
blank,6N7P|0|0,blank
blank,6WLR|0|0,blank
blank,7OZU|0|0,blank
blank,6N5O|0|0,blank
blank,2PXB|0|0,blank
blank,2PXU|0|0,blank
blank,8PSS|0|0,blank
blank,3SLM|0|0,blank
blank,6YXX|0|0,blank
blank,8U5J|0|0,blank
blank,8U60|0|0,blank
blank,6NUD|0|0,blank
blank,7XLT|0|0,blank
blank,6IP8|0|0,blank
blank,7Q08|0|0,blank
blank,6NU2|0|0,blank
blank,4QVI|0|0,blank
blank,2YGH|0|0,blank
blank,7QH4|0|0,blank
blank,5UQ7|0|0,blank
blank,2PXT|0|0,blank
blank,6LU0|0|0,blank
blank,6N5N|0|0,blank
blank,5XUS|0|0,blank
blank,4LVX|0|0,blank
blank,7R6L|0|0,blank
blank,8AD1|0|0,blank
blank,7U2B|0|0,blank
blank,7LHD|0|0,blank
blank,3WC1|0|0,blank
blank,7ELR|0|0,blank
blank,8T2O|0|0,blank
blank,6XRZ|0|0,blank
blank,5ZWN|0|0,blank
blank,8HU1|0|0,blank
blank,8T29|0|0,blank
blank,6T0U|0|0,blank
blank,7PAM|0|0,blank
blank,6T3N|0|0,blank
blank,6DCB|0|0,blank
blank,6FTI|0|0,blank
blank,5FKF|0|0,blank
blank,5O69|0|0,blank
blank,6J6Q|0|0,blank
blank,6M0W|0|0,blank
blank,6DN3|0|0,blank
blank,7PNU|0|0,blank
blank,8AP4|0|0,blank
blank,8DO6|0|0,blank
blank,5FK4|0|0,blank
blank,6ZDQ|0|0,blank
blank,8QZ8|0|0,blank
blank,2XO1|0|0,blank
blank,8FZT|0|0,blank
blank,4ERJ|0|0,blank
blank,6AHR|0|0,blank
blank,8QO9|0|0,blank
blank,3ID5|0|0,blank
blank,8A3W|0|0,blank
blank,7EAF|0|0,blank
blank,5MMI|0|0,blank
blank,7YR7|0|0,blank
blank,8FB3|0|0,blank
blank,6AEB|0|0,blank
blank,8UTA|0|0,blank
blank,5KCS|0|0,blank
blank,7TOQ|0|0,blank
blank,2PXP|0|0,blank
blank,5IT9|0|0,blank
blank,3JCR|0|0,blank
blank,3JAM|0|0,blank
blank,7SSN|0|0,blank
blank,7AOI|0|0,blank
blank,6K0B|0|0,blank
blank,6U48|0|0,blank
blank,8IP9|0|0,blank
blank,8IPY|0|0,blank
blank,7V9U|0|0,blank
blank,3ZP8|0|0,blank
blank,8UYP|0|0,blank
blank,2PXF|0|0,blank
blank,8UYG|0|0,blank
blank,2PXQ|0|0,blank
blank,3HAY|0|0,blank
blank,7Z4H|0|0,blank
blank,7QQR|0|0,blank
blank,7QP7|0|0,blank
blank,8Y6O|0|0,blank
blank,8PK0|0|0,blank
blank,6N5K|0|0,blank
blank,5KCR|0|0,blank
blank,8BTZ|0|0,blank
blank,6LXD|0|0,blank
blank,3LWP|0|0,blank
blank,6ZQF|0|0,blank
blank,6XJY|0|0,blank
blank,3EPJ|0|0,blank
blank,6XDR|0|0,blank
blank,6OF6|0|0,blank
blank,6HCJ|0|0,blank
blank,8D4A|0|0,blank
blank,1QZC|0|0,blank
blank,8FTI|0|0,blank
blank,5FK5|0|0,blank
blank,7URM|0|0,blank
blank,8TJQ|0|0,blank
blank,5ON2|0|0,blank
blank,1ZHO|0|0,blank
blank,7LRM|0|0,blank
blank,5JPQ|0|0,blank
blank,8SCZ|0|0,blank
blank,7KWG|0|0,blank
blank,8SA3|0|0,blank
blank,2OM7|0|0,blank
blank,6Q98|0|0,blank
blank,6AH0|0|0,blank
blank,4LX5|0|0,blank
blank,7PTK|0|0,blank
blank,5MMJ|0|0,blank
blank,4TS0|0|0,blank
blank,7TOR|0|0,blank
blank,2PXD|0|0,blank
blank,6W6P|0|0,blank
blank,6GSJ|0|0,blank
blank,3JBU|0|0,blank
blank,6WTR|0|0,blank
blank,6LAS|0|0,blank
blank,6RJG|0|0,blank
blank,3ZJU|0|0,blank
blank,7AAV|0|0,blank
blank,7TZR|0|0,blank
blank,8E3F|0|0,blank
blank,3ZJT|0|0,blank
blank,7JQQ|0|0,blank
blank,8R3K|0|0,blank
blank,8EIU|0|0,blank
blank,7X7R|0|0,blank
blank,7QI6|0|0,blank
blank,5GM6|0|0,blank
blank,1EIY|0|0,blank
blank,2PXE|0|0,blank
blank,7D0G|0|0,blank
blank,8GKH|0|0,blank
blank,3SUH|0|0,blank
blank,6IFR|0|0,blank
blank,5WQE|0|0,blank
blank,6WLU|0|0,blank
blank,5TCU|0|0,blank
blank,5ZLU|0|0,blank
blank,6ZQE|0|0,blank
blank,5C7W|0|0,blank
blank,8AGZ|0|0,blank
blank,6H58|0|0,blank
blank,8AKN|0|0,blank
blank,6XDQ|0|0,blank
blank,8FN2|0|0,blank
blank,5DH8|0|0,blank
blank,1QZW|0|0,blank
blank,6C27|0|0,blank
blank,8JOZ|0|0,blank
blank,2QEX|0|0,blank
blank,5CZZ|0|0,blank
blank,7KVU|0|0,blank
blank,4WZJ|0|0,blank
blank,5FK6|0|0,blank
blank,1VQ7|0|0,blank
blank,8CH6|0|0,blank
blank,6CHR|0|0,blank
blank,4ENA|0|0,blank
blank,8J1Q|0|0,blank
blank,4B3P|0|0,blank
blank,6CC3|0|0,blank
blank,1DDY|0|0,blank
blank,6VYS|0|0,blank
blank,8CTI|0|0,blank
blank,5JB3|0|0,blank
blank,8V9K|0|0,blank
blank,2ZH2|0|0,blank
blank,1VC5|0|0,blank
blank,7KHC|0|0,blank
blank,6ZTN|0|0,blank
blank,6OLG|0|0,blank
blank,3AOH|0|0,blank
blank,8PM4|0|0,blank
blank,7ZGP|0|0,blank
blank,4V8X|0|0,blank
blank,1G59|0|0,blank
blank,4V7W|0|0,blank
blank,7OQE|0|0,blank
blank,6P5K|0|0,blank
blank,7SBB|0|0,blank
blank,5G2X|0|0,blank
blank,8GZQ|0|0,blank
blank,6IV8|0|0,blank
blank,8B0J|0|0,blank
blank,7XK1|0|0,blank
blank,8BHF|0|0,blank
blank,7ODR|0|0,blank
blank,5GIN|0|0,blank
blank,3DIM|0|0,blank
blank,6E84|0|0,blank
blank,4V63|0|0,blank
blank,8EWB|0|0,blank
blank,1Y0Q|0|0,blank
blank,1EUQ|0|0,blank
blank,8IBY|0|0,blank
blank,8HHM|0|0,blank
blank,8F0N|0|0,blank
blank,2ZH3|0|0,blank
blank,8TVZ|0|0,blank
blank,5VPP|0|0,blank
blank,8HR5|0|0,blank
blank,4B3Q|0|0,blank
blank,7WB1|0|0,blank
blank,6TNN|0|0,blank
blank,7Y7C|0|0,blank
blank,6VWN|0|0,blank
blank,7UVW|0|0,blank
blank,6SKF|0|0,blank
blank,5X2H|0|0,blank
blank,8FR8|0|0,blank
blank,3B0V|0|0,blank
blank,8HSR|0|0,blank
blank,8D2Q|0|0,blank
blank,8X5D|0|0,blank
blank,5MDW|0|0,blank
blank,6ZTM|0|0,blank
blank,5DAR|0|0,blank
blank,6XN7|0|0,blank
blank,6OM6|0|0,blank
blank,8OMR|0|0,blank
blank,6HIY|0|0,blank
blank,4W29|0|0,blank
blank,6G90|0|0,blank
blank,4QKA|0|0,blank
blank,4TVX|0|0,blank
blank,3DS7|0|0,blank
blank,7ZFW|0|0,blank
blank,6GOV|0|0,blank
blank,6YEF|0|0,blank
blank,8G9T|0|0,blank
blank,7SAM|0|0,blank
blank,4V4X|0|0,blank
blank,4V49|0|0,blank
blank,8G4S|0|0,blank
blank,2EES|0|0,blank
blank,6G7Z|0|0,blank
blank,4FEP|0|0,blank
blank,5LZF|0|0,blank
blank,8E9A|0|0,blank
blank,8GZR|0|0,blank
blank,3SD3|0|0,blank
blank,7A01|0|0,blank
blank,6R6G|0|0,blank
blank,1IVS|0|0,blank
blank,6BG9|0|0,blank
blank,7XG1|0|0,blank
blank,2GIS|0|0,blank
blank,4V7B|0|0,blank
blank,4V4Y|0|0,blank
blank,7ZJ4|0|0,blank
blank,5LMN|0|0,blank
blank,8GAN|0|0,blank
blank,4V8Z|0|0,blank
blank,8GNA|0|0,blank
blank,6POM|0|0,blank
blank,8IBZ|0|0,blank
blank,4V8M|0|0,blank
blank,8EV3|0|0,blank
blank,8EUI|0|0,blank
blank,8EVR|0|0,blank
blank,3W1K|0|0,blank
blank,7R21|0|0,blank
blank,8HKU|0|0,blank
blank,7U4A|0|0,blank
blank,6FEC|0|0,blank
blank,7NWG|0|0,blank
blank,6ZTL|0|0,blank
blank,7U5E|0|0,blank
blank,6O7E|0|0,blank
blank,8DP3|0|0,blank
blank,6CC1|0|0,blank
blank,2V0G|0|0,blank
blank,7KRO|0|0,blank
blank,7N8B|0|0,blank
blank,6VZJ|0|0,blank
blank,7WAH|0|0,blank
blank,5JU8|0|0,blank
blank,7UZW|0|0,blank
blank,2HOK|0|0,blank
blank,4R8I|0|0,blank
blank,8J12|0|0,blank
blank,8AW3|0|0,blank
blank,7LYJ|0|0,blank
blank,7Y7D|0|0,blank
blank,6XZA|0|0,blank
blank,5H5U|0|0,blank
blank,4UJD|0|0,blank
blank,3GX7|0|0,blank
blank,7UOE|0|0,blank
blank,8AM9|0|0,blank
blank,1OB5|0|0,blank
blank,8FFY|0|0,blank
blank,6MTE|0|0,blank
blank,2ZHB|0|0,blank
blank,7NWT|0|0,blank
blank,8HJ4|0|0,blank
blank,1FG0|0|0,blank
blank,5DA6|0|0,blank
blank,8VCI|0|0,blank
blank,2ZH4|0|0,blank
blank,8URB|0|0,blank
blank,4X4R|0|0,blank
blank,1YKV|0|0,blank
blank,2EEV|0|0,blank
blank,3MUM|0|0,blank
blank,7OQC|0|0,blank
blank,4V4J|0|0,blank
blank,4V6U|0|0,blank
blank,6G4S|0|0,blank
blank,8PV8|0|0,blank
blank,5I3U|0|0,blank
blank,8ITS|0|0,blank
blank,6GZ3|0|0,blank
blank,8E5P|0|0,blank
blank,6UEY|0|0,blank
blank,8RCM|0|0,blank
blank,3OUY|0|0,blank
blank,6R7Q|0|0,blank
blank,8RAS|0|0,blank
blank,7A1G|0|0,blank
blank,7MSH|0|0,blank
blank,7ZPI|0|0,blank
blank,6E82|0|0,blank
blank,8PTG|0|0,blank
blank,7TR8|0|0,blank
blank,1GTF|0|0,blank
blank,6RXT|0|0,blank
blank,2EEW|0|0,blank
blank,6EXN|0|0,blank
blank,8BSJ|0|0,blank
blank,6O9K|0|0,blank
blank,8FJL|0|0,blank
blank,7UO2|0|0,blank
blank,3GX6|0|0,blank
blank,7W5B|0|0,blank
blank,4WRA|0|0,blank
blank,8C83|0|0,blank
blank,7Y7G|0|0,blank
blank,2A2E|0|0,blank
blank,3UD3|0|0,blank
blank,6SGC|0|0,blank
blank,8SP9|0|0,blank
blank,7UNU|0|0,blank
blank,5DM6|0|0,blank
blank,7WWU|0|0,blank
blank,8CTL|0|0,blank
blank,5APN|0|0,blank
blank,7NWW|0|0,blank
blank,8AC1|0|0,blank
blank,8HKE|0|0,blank
blank,7QWS|0|0,blank
blank,4V5Z|0|0,blank
blank,4V7E|0|0,blank
blank,2EEU|0|0,blank
blank,7OGM|0|0,blank
blank,5LZW|0|0,blank
blank,3OW2|0|0,blank
blank,3T4B|0|0,blank
blank,4C4Q|0|0,blank
blank,4XW7|0|0,blank
blank,8BD6|0|0,blank
blank,7OKX|0|0,blank
blank,8B0X|0|0,blank
blank,7AIH|0|0,blank
blank,7TQV|0|0,blank
blank,2RE8|0|0,blank
blank,4V6W|0|0,blank
blank,1EXD|0|0,blank
blank,2EET|0|0,blank
blank,4ZT9|0|0,blank
blank,8PM0|0|0,blank
blank,8BRM|0|0,blank
blank,8Y0X|0|0,blank
blank,8EWG|0|0,blank
blank,8G9S|0|0,blank
blank,6WKR|0|0,blank
blank,1Y39|0|0,blank
blank,6MUT|0|0,blank
blank,2ZH6|0|0,blank
blank,2CKY|0|0,blank
blank,8SQJ|0|0,blank
blank,4P8Z|0|0,blank
blank,5XJC|0|0,blank
blank,8CCS|0|0,blank
blank,6OTR|0|0,blank
blank,5MQ0|0|0,blank
blank,7YOJ|0|0,blank
blank,7Y7F|0|0,blank
